,Title,VideoID,ChannelID,Views,SubsCount,Views_to_Subs,Target,Cleaned_Titles
97,"L’Amour, Les Baguettes, Paris (L’Amour, Les Baguettes, Paris)",XtYGk-kvWP0,UC3eBTaOkliYBUdyIPP2H_bg,10400371,53300,195.12891181988743,1,L Amour Les Baguettes Paris L Amour Les Baguettes Paris
98,"🇫🇷 Paris Vlog 파리 패션회사출근, 루이비통 로스코 전시, 볼리아 언박싱, 결혼 청첩장 모임, 아시안마트 장보기, 설날 만두빚기, 내추럴와인바 추천, 프랑스직장인 일상",kq2YIoLM-fY,UCQNdyIlIxo_8PebYtUUTYuw,524,7990,0.0655819774718398,0,Paris Vlog 파리 패션회사출근 루이비통 로스코 전시 볼리아 언박싱 결혼 청첩장 모임 아시안마트 장보기 설날 만두빚기 내추럴와인바 추천 프랑스직장인 일상
99,14분만에 프랑스 파리 동네 완벽하게 알아보기 🇫🇷,GdAiNCL9Jy4,UCOc1RaFkXsrLQgLG4ygVD1Q,404157,84700,4.771629279811098,1,14 프랑스 완벽하게
100,"효진쓰, 파리에 가다🇫🇷 루이비통 전시회, 블핑 리사가 출연한 크레이지호스쇼도 보고, 프랑스 파리 맛집 먹방 ✨with 메이크업포에버 ✨",3c2Mi83qbcY,UCuZu8NrpBG4WPXRi-hPBl-A,170158,1840000,0.09247717391304348,0,효진쓰 파리에 가다 루이비통 전시회 블핑 리사가 출연한 크레이지호스쇼도 보고 프랑스 파리 맛집 먹방 with 메이크업포에버
101,[SUB] 파리에서 3000만원 도난 당했습니다.,4OrUZs1Thww,UCa3rtpRevP5UyAFX358w0iA,777042,152000,5.112118421052632,1,SUB 파리에서 3000만원 도난 당했습니다
102,"사랑이고 바게트겠지, 파리 🥖 L’amour, les baquettes, Paris - Stella Jang (가사/해석)",CnL56e3ElwI,UCK5McCdMW7QtPfhzF8sXZTg,1268394,2390,530.7087866108786,1,사랑이고 바게트겠지 파리 L amour les baquettes Paris Stella Jang 가사 해석
103,[4K] PARIS 2024 🇫🇷 1 Hour Aerial Drone Relaxation Film UHD | FRANCE,WHNNHAoaZD4,UCqpzY0_0ucWZQ8_LPGDxFtQ,822772,42300,19.450874704491724,1,4K PARIS 2024 1 Hour Aerial Drone Relaxation Film UHD FRANCE
104,지하철 왜 타? 모든 것이 연결되어있는 파리 주요명소 위치 안내! ※ 말 많음 주의 ※,Qz76usUHyOE,UCVPya-SeBD3VB23gJUV6OmA,301656,38500,7.835220779220779,1,지하철 왜 타 모든 것이 연결되어있는 파리 주요명소 위치 안내 말 많음 주의
105,vlog. 🇫🇷 첫 파리 여행. 파리에서 6일간의 기록. 파리 숙소🏨 파리 맛집🍽️ 빵집🥐 그리고 미술관.. 박물관.. 성당.. 다 다녀왔다! 파리 여행 브이로그.,ywj_E3oGIkc,UCKR0gyNqExGIMVvyPYGyd2A,20896,91,229.62637362637363,1,vlog 첫 파리 여행 파리에서 6일간의 기록 파리 숙소 파리 맛집 빵집 그리고 미술관 박물관 성당 다 다녀왔다 파리 여행 브이로그
106,"🇫🇷 좋아하는 것들로만 가득 채운 네번째 파리 여행🥖ㅣ최애 맛집 추천ㅣ디올가방 도난🤦‍♀️ㅣ개구리다리 요리(?)🐸ㅣ파리 재즈바, 미슐랭투스타, 메종로스탕, 리츠 애프터눈티",pIw6OT38a_U,UCnnt-d-DDgO4_9tL-icCjMQ,254680,174000,1.4636781609195402,1,좋아하는 것들로만 가득 채운 네번째 파리 여행 최애 맛집 추천 디올가방 도난 개구리다리 요리 파리 재즈바 미슐랭투스타 메종로스탕 리츠 애프터눈티
107,파리에서 소매치기 당한 영상,GBNkpwEgpBs,UCewTkRux7toL0N9dR9igLKg,563042,181000,3.1107292817679557,1,파리에서 소매치기 당한 영상
108,"Paris Vlogㅣ파리 감성 가득 담은 주부의 파리 여행 🇨🇵ㅣ벼룩시장, 소품샵, 서점 추천ㅣ파리만 7번째..ㅣ십년만의 혼자 여행ㅣ대한항공 비즈니스 타기",dXzQso9FQCI,UCy0229ISL-677SAuK_1In_A,1141568,2540000,0.449436220472441,0,Paris Vlog 파리 감성 가득 담은 주부의 파리 여행 벼룩시장 소품샵 서점 추천 파리만 7번째 십년만의 혼자 여행 대한항공 비즈니스 타기
109,☕️ 예술가들은 왜 생제르맹 카페에 모였을까? | 🇫🇷 파리 01,Y9sD-S2tNro,UCvW8norVMTLt7QN-s2pS4Bw,383408,1710000,0.22421520467836256,0,예술가들은 왜 생제르맹 카페에 모였을까 파리 01
110,"&quot;이강인 너 나가&quot; 이강인 역대 최악 부진, 45분만에 교체 결정;; PSG 최악의 경기력 7위팀에게 홈에서 충격 무승부.. 이강인 최악의 날... [PSG vs 스타드 렌]",ZhZH8UNc5Qs,UCLsJ7sVuGf0auEySnT2BHag,26536,277000,0.09579783393501805,0,quot 이강인 너 나가 quot 이강인 역대 최악 부진 45분만에 교체 결정 PSG 최악의 경기력 7위팀에게 홈에서 충격 무승부 이강인 최악의 날 PSG vs 스타드 렌
111,Paris vlog,6K_P3geJTls,UCBo1hnzxV9rz3WVsv__Rn1g,4726013,6920000,0.6829498554913295,0,Paris vlog
112,프랑스 4평 자취방 l &quot;작아도 파리에 사는게 좋아요&quot; l 프랑스 파리 월세,EtrSvfCXoA0,UCtYHCl8yhhvpWfcvdA_sCVg,861063,705000,1.2213659574468085,1,프랑스 4평 자취방 l quot 작아도 파리에 사는게 좋아요 quot l 프랑스 파리 월세
113,악명높은 파리 소매치기에서 내 돈 지키기,_QEvGljqc80,UCzhiEBaGQLmL4zC7xgG0eQw,945938,78100,12.111882202304738,1,악명높은 파리 소매치기에서 내 돈 지키기
114,(SUB) NAYEON in PARIS 모녀 파리여행🇫🇷 | LVMH 그룹 호텔 슈발블랑 | 랜선 호캉스😌 | 파리 맛집추천🥄 l 오페라 가르니에 | 디올스파,2Difxku_AHI,UCbFbzOHmp04AS2ZkFSpQ4Og,256003,383000,0.6684151436031331,0,SUB NAYEON in PARIS 모녀 파리여행 LVMH 그룹 호텔 슈발블랑 랜선 호캉스 파리 맛집추천 l 오페라 가르니에 디올스파
115,파리에는 혁명의 피가 흐른다 [아트 앤 더 시티_파리 1부] f.세종사이버대학교 전원경 교수,nw9JO0R-mzM,UChlv4GSd7OQl3js-jkLOnFA,112209,2380000,0.04714663865546218,0,파리에는 혁명의 피가 흐른다 아트 앤 더 시티 파리 1부 f 세종사이버대학교 전원경 교수
116,[playlist] 무드가 흐르는 파리의 어느 한적한 강가에서,osszvKODeTM,UCweFCeE7R38-pvPl6RifWpw,4719358,744000,6.34322311827957,1,playlist 무드가 흐르는 파리의 어느 한적한 강가에서
117,파리엔 왜 소매치기가 많을까? 파리 소매치기 안 당하기.,NTR1vM5jTbQ,UCVPya-SeBD3VB23gJUV6OmA,535285,38500,13.903506493506493,1,파리엔 왜 소매치기가 많을까 파리 소매치기 안 당하기
118,파리여행 전 알고와야 할 모든것 총정리 [꿀팁],y4ObYEBA1iU,UCgn2oOuzSqot9X2wqFZYTcA,93553,6650,14.068120300751879,1,파리여행 전 알고와야 할 모든것 총정리 꿀팁
119,"L’Amour, Les Baguettes, Paris - 스텔라장 [더 시즌즈-최정훈의 밤의공원] | KBS 230630 방송",4qCtNpxK_qI,UCeLPm9yH_a_QH8n6445G-Ow,862746,8580000,0.10055314685314685,0,L Amour Les Baguettes Paris 스텔라장 더 시즌즈 최정훈의 밤의공원 KBS 230630 방송
120,London (Extended Mix),t2teD-1JMpI,UCXs5TXiJOO4WNBZx64HkPfg,26738,219,122.09132420091325,1,London Extended Mix
121,현지인들도 절레 절레 하는 미친 물가 영국 런던 둘러보기 (ft.친절한 시민들)  - 영국(1) 🇬🇧,4TxxH12pCZ4,UC_4hHKHUcs9bGpl_zDAOxvg,66469,457000,0.14544638949671773,0,현지인들도 절레 절레 하는 미친 물가 영국 런던 둘러보기 ft 친절한 시민들 영국 1
122,호갱금지❌ 단짠 런던브이로그🇬🇧 (✔️살인물가 런던...ㄷㄷ 런던 호텔 대폭망ㅠ 존잘 영국남자들😍 넘 예쁜 런던야경투어✨ 런던여행꿀팁),BBmAGZYsO98,UCgRElRhf8PWv95nqExiQXHA,4389,173000,0.02536994219653179,0,호갱금지 단짠 런던브이로그 살인물가 런던 ㄷㄷ 런던 호텔 대폭망 존잘 영국남자들 넘 예쁜 런던야경투어 런던여행꿀팁
123,"[4K] 영화 속에 들어온 것만 같았던, 겨울 런던 여행 vlog🎡🇬🇧 | 쏘니 보러 영국 갔더니 인생여행이 따라옴🥹 | 박싱데이🎄 | 런던 야경 명소 | 런던 맛집 추천",cBt-UWtcZ_8,UCi7V8a0YPFKwEXlsitPCo-A,1301,367,3.544959128065395,1,4K 영화 속에 들어온 것만 같았던 겨울 런던 여행 vlog 쏘니 보러 영국 갔더니 인생여행이 따라옴 박싱데이 런던 야경 명소 런던 맛집 추천
125,"템즈강, 안개, 여왕의 땅 런던 [런던 1부] f.세종사이버대학교 전원경 교수",-nZCTftUv8c,UChlv4GSd7OQl3js-jkLOnFA,130215,2380000,0.054712184873949576,0,템즈강 안개 여왕의 땅 런던 런던 1부 f 세종사이버대학교 전원경 교수
126,런던 여행코스 이 영상으로 종결합니다 👩‍🏫 초심자부터 n번째 여행자까지 모두 만족시키는 영상,F7wjAI03tbk,UC98aniwMMryBGhwOsvmsqQQ,70811,43200,1.6391435185185186,1,런던 여행코스 이 영상으로 종결합니다 초심자부터 n번째 여행자까지 모두 만족시키는 영상
127,[배틀트립과 함께 떠나는 랜선여행 1] - 런던편 전반전 | KBS 161112 방송,2x3APtAjWhQ,UC271vX3c3kYZsgpz7-zPBoA,105502,959000,0.11001251303441084,0,배틀트립과 함께 떠나는 랜선여행 1 런던편 전반전 KBS 161112 방송
128,런던여행때 추억을 임영웅의노래 런던보이와 함께쉰나💙 #임영웅 #런던보이 #런던여행,KXx-KMm_8c4,UCVRK8QlTWIuSVLX-aMS2bXA,111,3540,0.03135593220338983,0,런던여행때 추억을 임영웅의노래 런던보이와 함께쉰나 임영웅 런던보이 런던여행
129,내 손안에 영국 런던 랜선 여행! 현재와 과거의 볼거리로 가득한 런던의 곳곳을 알려드립니다!! 런던 여행가기 전에 보면 좋은 영상,fFQH-w5UHxQ,UCFCtZJTuJhE18k8IXwmXTYQ,42273,3860000,0.010951554404145077,0,내 손안에 영국 런던 랜선 여행 현재와 과거의 볼거리로 가득한 런던의 곳곳을 알려드립니다 런던 여행가기 전에 보면 좋은 영상
130,런던 해질녘 분위기 감성 팝송 ✨ 새벽감성 잔잔한 팝송 | Design making tutorial,rW9ajWSk_HM,UCdp8WGk7l78AIGooOvO35IQ,2303382,168000,13.710607142857143,1,런던 해질녘 분위기 감성 팝송 새벽감성 잔잔한 팝송 Design making tutorial
131,"[LIVE] 의료공백 위기에 웃고있는 K주식들, 그 정체는?",8xEx_JB_l2c,UC4-Y6u1a0j2et5k35EQHU0w,23275,114000,0.20416666666666666,0,LIVE 의료공백 위기에 웃고있는 K주식들 그 정체는
132,"🇬🇧뉴욕 직장인의 런던 Vlog | 나홀로 런던 | 유럽 크리스마스 | 연말 분위기 | 미슐린 맛집 | 빅밴, 버로우마켓, 런던아이, 피쉬앤칩스, 대영박물관, 테이트뮤지엄, 소호",L47OZsZig94,UCyCKuniZTvaitVzWORJcZPQ,44166,77100,0.57284046692607,0,뉴욕 직장인의 런던 Vlog 나홀로 런던 유럽 크리스마스 연말 분위기 미슐린 맛집 빅밴 버로우마켓 런던아이 피쉬앤칩스 대영박물관 테이트뮤지엄 소호
133,"𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 런던의 아침, 내가 좋아하는 카페에서",l2JGIFSKzJA,UCwbTjvrdFj3OrTqEba83Y-Q,153831,56100,2.7420855614973263,1,런던의 아침 내가 좋아하는 카페에서
134,"영국 예술의 모든 것, 셰익스피어 [런던 2부] f.세종사이버대학교 전원경 교수",bmMnLNGFKT4,UChlv4GSd7OQl3js-jkLOnFA,81613,2380000,0.034291176470588235,0,영국 예술의 모든 것 셰익스피어 런던 2부 f 세종사이버대학교 전원경 교수
135,(ENG) 런던 2탄,WBuyfcarWxk,UC9MujNQL4vQwX9kMpmQPIKw,368259,517000,0.7122998065764024,0,ENG 런던 2탄
136,백예린 (Yerin Baek) - &#39;London&#39; (Official Lyric Video),gYRzYw7wxTQ,UCYoNPLKd1kXh4v3bvIx1pTA,668042,428000,1.5608457943925234,1,백예린 Yerin Baek 39 London 39 Official Lyric Video
137,런던 김인수 /24년 2월 24일 / 조국신당 / 배신자들 / 조국장관의 경호 / 이재명 대표의 경호 / 비례대표 선거에 대해서,1HQ5mHQMxjA,UCDCxuHfnFxk8h7-4edljWaA,17412,41500,0.419566265060241,0,런던 김인수 24년 2월 24일 조국신당 배신자들 조국장관의 경호 이재명 대표의 경호 비례대표 선거에 대해서
138,[#나혼자산다] 힙기안 &amp; 힙민호의 런던 제대로 즐기기! 감성있는 브런치 식사와🍳 힙한 빈티지샵에서의 쇼핑🧥🛍️  | #기안84 #송민호 #런던 MBC221118방송,cg6GM4UqOac,UCiwQRG2sCcfjKkgxMEdJGPg,1321561,2310000,0.5721043290043291,0,나혼자산다 힙기안 amp 힙민호의 런던 제대로 즐기기 감성있는 브런치 식사와 힙한 빈티지샵에서의 쇼핑 기안84 송민호 런던 MBC221118방송
139,LONDON vlog,74-hMv9X2VY,UCRE-097LGtx_Zo7LrHvkycA,13818900,4970000,2.78046277665996,1,LONDON vlog
140,"&quot;지하철 만원, 핫도그 만원이요&quot; 물가 최악 영국 런던에서 한국인으로 사는 충격적인 생활 비용[1]🇬🇧",qW-fr-CzpdQ,UCwjMQYL9vgbqGzxYW6dVhTw,743613,985000,0.7549370558375634,0,quot 지하철 만원 핫도그 만원이요 quot 물가 최악 영국 런던에서 한국인으로 사는 충격적인 생활 비용 1
141,【런던】여행 - 런던의 인기 관광 스팟 특집 | 영국 여행 | 유럽 여행 | London Travel,zPGKtTNx8M0,UC2ONGIlTLp90qV0uvU8P9WQ,78774,11200,7.033392857142857,1,런던 여행 런던의 인기 관광 스팟 특집 영국 여행 유럽 여행 London Travel
142,엔비디아 실적 앞두고 K-반도체가 미리 겁먹은 까닭,2SimraAbUfc,UC4-Y6u1a0j2et5k35EQHU0w,44587,114000,0.3911140350877193,0,엔비디아 실적 앞두고 K 반도체가 미리 겁먹은 까닭
143,겨울 런던여행 계획? 이 영상으로 끝 (feat.엑셀공유) 현지인 런던맛집 추천 | 런던카페 추천 | 런던 크리스마스 구경,23tCijbt5cU,UCq3IWYFhaTBfoX7d-JBGKLg,29862,6220,4.800964630225081,1,겨울 런던여행 계획 이 영상으로 끝 feat 엑셀공유 현지인 런던맛집 추천 런던카페 추천 런던 크리스마스 구경
144,리스닝 실력 업그레이드: 두 가지 효과적인 공부법 공개! 🎉,hDQMsQ2hYos,UCPR9uggZu956g8_SIcTyyJA,15224,381000,0.039958005249343835,0,리스닝 실력 업그레이드 두 가지 효과적인 공부법 공개
145,[Full] 세계테마기행 - 영국 프랑스 문명기행 1~4부,9YM-Se71pWY,UCFCtZJTuJhE18k8IXwmXTYQ,1489965,3860000,0.38600129533678756,0,Full 세계테마기행 영국 프랑스 문명기행 1 4부
146,(SUB)[vlog] 런던에서는 얼빡샷 많이 안 찍었어요🤭📸ㅣ하루가 보영 IN 런던,W0eTsxM5oc0,UCnNNN_BRvYTPf6w22tLhRGA,285556,173000,1.6506127167630058,1,SUB vlog 런던에서는 얼빡샷 많이 안 찍었어요 하루가 보영 IN 런던
147,(ENG) 런던 브이로그,vsY0rJUcWSs,UC9MujNQL4vQwX9kMpmQPIKw,1147398,517000,2.219338491295938,1,ENG 런던 브이로그
148,미국 증시에 양털깎이 나오면 한국은 양털‘뽑기’ 되는 이유,RnHbOwWIsGg,UC4-Y6u1a0j2et5k35EQHU0w,24324,114000,0.21336842105263157,0,미국 증시에 양털깎이 나오면 한국은 양털 뽑기 되는 이유
149,"런던,,10만원대 호텔,, 세인트폴 호텔 런던",jzH4Uk6sU8w,UC1OA0PWgSL3boEj-bkbnj1A,30909,42100,0.7341805225653206,0,런던 10만원대 호텔 세인트폴 호텔 런던
151,"🔴실시간 유엔빌리지 한강 Lofi radio Seoul Live Cam 🌃감성 힐링 음악 Beats to study/relax, Chillout Lounge",2RAg466ZSDA,UC2j9YVeDkez-niRM85BsvsA,258303,34000,7.59714705882353,1,실시간 유엔빌리지 한강 Lofi radio Seoul Live Cam 감성 힐링 음악 Beats to study relax Chillout Lounge
152,반년차 서울인의 서울 살면 좋은점 VS 나쁜점ㅋㅋㅋ,T5nBK8XyoRk,UC9ta639M37zzWKwo7kKc80A,831632,1200000,0.6930266666666667,0,반년차 서울인의 서울 살면 좋은점 VS 나쁜점ㅋㅋㅋ
153,"실시간 서울 한강 라이브캠 Seoul Korea 4K Live Cam &amp; 24/7 Lofi Radio 韓国ライブカメラ, 반포대교 야경, 로파이 라디오",-JhoMGoAfFc,UCQKQTgZJo3PlxA-9V1Z51XA,19542750,152000,128.57072368421052,1,실시간 서울 한강 라이브캠 Seoul Korea 4K Live Cam amp 24 7 Lofi Radio 반포대교 야경 로파이 라디오
154,쏜애플(THORNAPPLE) - 서울,xQUuW01mqrA,UCUalFJMKnBkB4irM_3sIhgw,215374,1900,113.35473684210527,1,쏜애플 THORNAPPLE 서울
155,적나라하게 드러나는 삶의 차이. 그들은 왜 서울을 버렸나|정착을 위해 한 뼘 고시원 속 외로이 살아가는 청년과 미련 없이 서울을 버린 청년들|다큐멘터리K|#골라듄다큐,e9RiknCFukw,UCFCtZJTuJhE18k8IXwmXTYQ,471214,3860000,0.1220761658031088,0,적나라하게 드러나는 삶의 차이 그들은 왜 서울을 버렸나 정착을 위해 한 뼘 고시원 속 외로이 살아가는 청년과 미련 없이 서울을 버린 청년들 다큐멘터리K 골라듄다큐
156,&#39;서울 불바다&#39; 영상 띄운 이스라엘…선 넘은 여론전 (자막뉴스) / SBS,nygJmO9yrQg,UCkinYTS9IHqOEwR1Sze2JTw,1541506,4080000,0.3778200980392157,0,39 서울 불바다 39 영상 띄운 이스라엘 선 넘은 여론전 자막뉴스 SBS
157,"지방 소도시보다 불편한 생활, 집값과 물가가 비싼 서울의 삶. 왜 그들은 떠나지 못할까?│다큐프라임 도시예찬│#골라듄다큐",d8DAF6JMVjo,UCFCtZJTuJhE18k8IXwmXTYQ,1320238,3860000,0.34203056994818654,0,지방 소도시보다 불편한 생활 집값과 물가가 비싼 서울의 삶 왜 그들은 떠나지 못할까 다큐프라임 도시예찬 골라듄다큐
159,쏜애플(THORNAPPLE) - &#39;서울&#39; Official MV,4H2G9NWVo3Q,UCUJuOBgZ4AcZNeyNqzH1udQ,563084,28300,19.89696113074205,1,쏜애플 THORNAPPLE 39 서울 39 Official MV
160,Seoul in 8K ULTRA HD - Capital of South korea (60 FPS),VTsGRGeBj98,UC4CAxaO75mfkPr3GRiSGE_w,585983,504000,1.1626646825396825,1,Seoul in 8K ULTRA HD Capital of South korea 60 FPS
161,지도와 함께 보는 서울(Seoul) 설명회,0vwmOLgjfOw,UCUj6rrhMTR9pipbAWBAMvUQ,1550330,2360000,0.6569194915254237,0,지도와 함께 보는 서울 Seoul 설명회
162,[Lyrics Video] BOL4(볼빨간사춘기) - Seoul,fXyuknzfL1A,UC9PVYlrwFSlqG7w8TDsqRvQ,204655,1260000,0.16242460317460317,0,Lyrics Video BOL4 볼빨간사춘기 Seoul
163,"모든 인프라와 인재를 빨아들이는 거대한 블랙홀, 서울! 서울이 유일한 선택지가 되어버린 대한민국, 이대로 괜찮을까?ㅣKBS다큐인사이트-하드코어 서울 1부 블랙홀 23.09.14방송",4NX5RDyYMxE,UC4LW3sOslC14Vn5bcoNUBkg,1066259,2020000,0.5278509900990099,0,모든 인프라와 인재를 빨아들이는 거대한 블랙홀 서울 서울이 유일한 선택지가 되어버린 대한민국 이대로 괜찮을까 KBS다큐인사이트 하드코어 서울 1부 블랙홀 23 09 14방송
164,"(SUB) 경복궁, 63빌딩은 이제 그만! 트렌디한 서울 데이트 코스 베스트 10 | 국내여행, 서울 가볼만한 곳, 서울 여행, 서울 놀거리, 서울 카페, 성수동 데이트",4ezge_qfjVg,UCEATlX6pN8V8vg_OTNLrCug,668680,28200,23.712056737588654,1,SUB 경복궁 63빌딩은 이제 그만 트렌디한 서울 데이트 코스 베스트 10 국내여행 서울 가볼만한 곳 서울 여행 서울 놀거리 서울 카페 성수동 데이트
165,Seoul,szOn9YsQUjI,UCLdpqi-SRtV-utyYjQNx6Uw,168296,22900,7.349170305676856,1,Seoul
166,"대본 없어 난감한 종범, 약 먹고 터닝 포인트 찾은 주성과 가볍게 커피 한잔 ㅣ ep.1",INCVMfLEYtU,UCXtWUl6qmPtibHVKIXbZlcA,19077,112000,0.17033035714285713,0,대본 없어 난감한 종범 약 먹고 터닝 포인트 찾은 주성과 가볍게 커피 한잔 ep 1
167,2024 줌 인 프리시즌 | EP. 5 | 전지훈련 마지막 이야기,YavnGYGaoHE,UCXtWUl6qmPtibHVKIXbZlcA,168819,112000,1.5073125,1,2024 줌 인 프리시즌 EP 5 전지훈련 마지막 이야기
168,"[4K Drone ✈] 10초 만에 힐링되는 영상, 놀라운 서울 야경(Night View of Seoul)  -  전지적서울시점",viIhOorr11I,UCZUPZW5idAxYp-Asj__lVAA,613832,196000,3.131795918367347,1,4K Drone 10초 만에 힐링되는 영상 놀라운 서울 야경 Night View of Seoul 전지적서울시점
169,Feel the Rhythm of KOREA: SEOUL,3P1CnWI62Ik,UChhOtjq-3QyyLmP2jv9amrg,50748664,1000000,50.748664,1,Feel the Rhythm of KOREA SEOUL
170,관광도 서울 몰빵,5J4d1WliJeI,UCsJ6RuBiTVWRX156FVbeaGg,690983,3060000,0.22581143790849673,0,관광도 서울 몰빵
171,서울 &#39;이 가격대&#39; 아파트들은 집값 많이 떨어질 겁니다 (채부심 채상욱 대표 2부),80-SRmOfkjI,UCvil4OAt-zShzkKHsg9EQAw,72634,2030000,0.03578029556650246,0,서울 39 이 가격대 39 아파트들은 집값 많이 떨어질 겁니다 채부심 채상욱 대표 2부
172,"서울실시간 서울역광장 Live Cam I &quot;Seoul Station Plaza&quot;. Seoul,Korea I 서울역 서울여행 서울광장 서울시 SeoulStation ソウル駅広場",Z63qwd7ISMA,UCsy6UOjk8q7Ajq9yQ7iDAbA,66883,46700,1.4321841541755889,1,서울실시간 서울역광장 Live Cam I quot Seoul Station Plaza quot Seoul Korea I 서울역 서울여행 서울광장 서울시 SeoulStation
173,서울의 봄 엔딩 씬 하나회 단체사진...,-1Fzx5S0Jgk,UCqlhA2pDvv4RCsdMaYracSg,899535,338,2661.346153846154,1,서울의 봄 엔딩 씬 하나회 단체사진
174,[자막뉴스] &#39;이렇게는 살 수가 없어요&#39;...서울 시민들이 내린 결론 / YTN,vpiWKSvVWns,UChlgI3UHCOnwUGzWzbJ3H5w,287694,4350000,0.06613655172413793,0,자막뉴스 39 이렇게는 살 수가 없어요 39 서울 시민들이 내린 결론 YTN
175,서울 가볼만한 곳 1위부터 7위,6WB_oTPuY0M,UCz8llctvIUM2zvL15B0oQxA,381797,326,1171.1564417177915,1,서울 가볼만한 곳 1위부터 7위
176,[MV] BOL4(볼빨간사춘기) - Seoul,r_ALdsMbwqI,UC9PVYlrwFSlqG7w8TDsqRvQ,3842522,1260000,3.0496206349206347,1,MV BOL4 볼빨간사춘기 Seoul
177,In Seoul (Feat. Sunwoojunga),mqy2CSqjqzQ,UCoNq-kohNtB6l7ChNheqW0g,259341,4580,56.62467248908297,1,In Seoul Feat Sunwoojunga
178,"| playlist | 1990, 서울",np68rSzOSeY,UClQLZ6IhugUkyRWjoVKPQVg,1197213,194000,6.171201030927835,1,playlist 1990 서울
179,쏜애플(THORNAPPLE) - 서울(instrumental ver.),MHrbW40F-TA,UCUJuOBgZ4AcZNeyNqzH1udQ,178816,28300,6.3185865724381625,1,쏜애플 THORNAPPLE 서울 instrumental ver
181,"봄, 여름, 가을, 겨울 나눠서 하루를 살아본다면?! 사계절 하루살기 가족 일상 브이로그 vlogㅣ토깽이네",83aQ-7JJQls,UCniBqAPwwWIQLbYo4uK2RWg,2100617,1140000,1.8426464912280702,1,봄 여름 가을 겨울 나눠서 하루를 살아본다면 사계절 하루살기 가족 일상 브이로그 vlog 토깽이네
182,타임머신 타고 과거 or 미래로 간다면?! 타임머신 하루살기 가족 일상 챌린지ㅣ토깽이네,3WTROL-XdVY,UCniBqAPwwWIQLbYo4uK2RWg,3411957,1140000,2.992944736842105,1,타임머신 타고 과거 or 미래로 간다면 타임머신 하루살기 가족 일상 챌린지 토깽이네
184,타임머신 하루살기 2탄!! 연령별 나이 하루살기를 해봤는데 누가 가장 좋을까요? 가족 일상 브이로그 vlogㅣ토깽이네,vITnBZqNcBg,UCniBqAPwwWIQLbYo4uK2RWg,1615326,1140000,1.4169526315789474,1,타임머신 하루살기 2탄 연령별 나이 하루살기를 해봤는데 누가 가장 좋을까요 가족 일상 브이로그 vlog 토깽이네
185,땅따먹기 하루살기 3탄! 이번엔 침대에서 해봤습니다~ 과연 땅부자 누가 될까요? 침대 땅따먹기 가족 챌린지ㅣ토깽이네,cJuE0GTKHJg,UCniBqAPwwWIQLbYo4uK2RWg,1814983,1140000,1.592090350877193,1,땅따먹기 하루살기 3탄 이번엔 침대에서 해봤습니다 과연 땅부자 누가 될까요 침대 땅따먹기 가족 챌린지 토깽이네
186,퍼스널 컬러대로 하루를 산다면?! 웜톤 vs 쿨톤 하루살기! 어느팀의 하루가 더 좋을까요? 가족 일상 챌린지ㅣ토깽이네,ZJgsFmgue6U,UCniBqAPwwWIQLbYo4uK2RWg,501085,1140000,0.4395482456140351,0,퍼스널 컬러대로 하루를 산다면 웜톤 vs 쿨톤 하루살기 어느팀의 하루가 더 좋을까요 가족 일상 챌린지 토깽이네
187,사람이 배터리로 움직인다면?! 남은 배터리로 어떻게 살아야 할까요? ㅋㅋ 배터리 하루살기 가족 일상 챌린지ㅣ토깽이네,lvDf8RPAi70,UCniBqAPwwWIQLbYo4uK2RWg,659415,1140000,0.5784342105263158,0,사람이 배터리로 움직인다면 남은 배터리로 어떻게 살아야 할까요 ㅋㅋ 배터리 하루살기 가족 일상 챌린지 토깽이네
188,"🇲🇾코타키나발루 vlog - 하루만 더, 하루만 더... 하다가 한 달이나 살게 되었다... / 코타키나발루 한달살기 ep.1 / 힐튼 호텔 / 제셀톤 포인트 / 탄중아루해변",9XtMJ_SlDi0,UCKf_gC9rzaIDIuwF13tAiDQ,159,78,2.0384615384615383,1,코타키나발루 vlog 하루만 더 하루만 더 하다가 한 달이나 살게 되었다 코타키나발루 한달살기 ep 1 힐튼 호텔 제셀톤 포인트 탄중아루해변
189,사투리 부터 음식까지 각자 뽑은 지역대로 하루를 산다면?! 대한민국 하루살기 가족 일상 챌린지ㅣ토깽이네,tqfV7mIkVEY,UCniBqAPwwWIQLbYo4uK2RWg,731706,1140000,0.6418473684210526,0,사투리 부터 음식까지 각자 뽑은 지역대로 하루를 산다면 대한민국 하루살기 가족 일상 챌린지 토깽이네
190,타임머신 타고 조선시대 간 가족?! 오늘은 조선시대에서 하루를 살아보겠습니다! 조선시대 하루살기 24시간 가족 일상 브이로그 vlogㅣ토깽이네,hFx0GhHNji4,UCniBqAPwwWIQLbYo4uK2RWg,794498,1140000,0.6969280701754386,0,타임머신 타고 조선시대 간 가족 오늘은 조선시대에서 하루를 살아보겠습니다 조선시대 하루살기 24시간 가족 일상 브이로그 vlog 토깽이네
